ClientID,Lat,Lon,ProductType,Kg
7196846991,4.6961792,-74.03294575,Dry,4
7196847020,4.68648658,-74.07545807,Chilled,24
7196847020,4.68648658,-74.07545807,Dry,36
7196847058,4.65403525,-74.04301231,Frozen,450
7196847231,4.67021097,-74.06950314,Dry,61
7196847283,4.654230465,-74.057953,Chilled,7
7196847283,4.654230465,-74.057953,Dry,22
7196847379,4.7498147,-74.0759872,Chilled,11
7196847379,4.7498147,-74.0759872,Dry,326
7196847392,4.719503863,-74.0466915,Dry,3
7196847462,4.743063,-74.14234999,Chilled,9
7196847462,4.743063,-74.14234999,Dry,11
7196847505,4.68584654,-74.05332738,Dry,4
7196847632,4.6510225,-74.06107615,Chilled,9
7196847679,4.63798501,-74.06508717,Dry,17
7196847732,4.8208,-73.9599,Chilled,5
7196847732,4.8208,-73.9599,Dry,59
7196847801,4.59928987,-74.15415905,Chilled,22
7196847801,4.59928987,-74.15415905,Dry,47
7196847801,4.59928987,-74.15415905,Frozen,1
7196847999,4.714113285,-74.05853165,Chilled,3
7196847999,4.714113285,-74.05853165,Frozen,12
7196848034,4.56945423,-74.12399608,Chilled,178
7196848034,4.56945423,-74.12399608,Dry,88
7196848120,4.69530964,-74.17288833,Dry,1
7196848546,4.8673087,-74.03773421,Chilled,110
7196848546,4.8673087,-74.03773421,Dry,32
7196848595,4.67064912,-74.06108228,Dry,122
7196848595,4.67064912,-74.06108228,Frozen,9
7196848595,4.67064912,-74.06108228,Chilled,27
7196848707,4.64837207,-74.07503764,Chilled,1
7196848707,4.64837207,-74.07503764,Dry,4
7196848830,4.6713836,-74.15702902,Chilled,19
7196848830,4.6713836,-74.15702902,Dry,26
7196848891,4.67042733,-74.1063331,Chilled,1
7196848891,4.67042733,-74.1063331,Dry,4
7196848957,4.66637123,-74.05264173,Dry,11
7196848968,4.6765877,-74.05025993,Chilled,117
7196848968,4.6765877,-74.05025993,Dry,36
7196849189,4.62686985,-74.06150835,Chilled,9
7196849266,4.67848201,-74.10851962,Chilled,15
7196849266,4.67848201,-74.10851962,Dry,27
7196849418,4.69410984,-74.08554061,Dry,123
7196849439,4.61547458,-74.14781968,Dry,3
7196849439,4.61547458,-74.14781968,Chilled,4
7196849477,4.60393021,-74.08371891,Chilled,17
7196849501,4.72687103,-74.05295462,Chilled,4
7196849501,4.72687103,-74.05295462,Dry,5
7196849571,4.68725937,-74.1260318,Chilled,523
7196849571,4.68725937,-74.1260318,Dry,5
7196849608,4.65602617,-74.05675944,Dry,1
7196849746,4.7723973,-74.04457099,Chilled,61
7196849746,4.7723973,-74.04457099,Dry,61
7196849746,4.7723973,-74.04457099,Frozen,14
7196849821,4.65932068,-74.09923223,Chilled,50
7196849821,4.65932068,-74.09923223,Dry,55
7196850022,4.69253452,-74.05018525,Chilled,3
7196850022,4.69253452,-74.05018525,Dry,211
7196850134,4.71960742,-74.1212309,Chilled,75
7196850134,4.71960742,-74.1212309,Dry,279
7196850152,4.69740901,-74.04997177,Dry,5
7196850152,4.69740901,-74.04997177,Chilled,5
7196850297,4.790555,-73.95320499,Chilled,17
7196850297,4.790555,-73.95320499,Dry,54
7196850348,4.69395873,-74.03285603,Chilled,100
7196850630,4.68902564,-74.06285393,Dry,378
7196850760,4.74057405,-74.03902555,Chilled,23
7196850760,4.74057405,-74.03902555,Dry,4
7196850984,4.701105,-74.14442099,Dry,73
7196850984,4.701105,-74.14442099,Frozen,40
7196850989,4.66637123,-74.05264173,Dry,33
7196851138,4.68395913,-74.11410807,Chilled,55
7196851138,4.68395913,-74.11410807,Dry,57
7196851351,4.58202703,-74.15526319,Dry,480
7196851354,4.66615293,-74.05382901,Chilled,3
7196851612,4.68506651,-74.0817075,Dry,8
7196851612,4.68506651,-74.0817075,Chilled,9
7196851624,4.67942682,-74.10789024,Dry,275
7196851745,4.68141448,-74.04966012,Chilled,9
7196851745,4.68141448,-74.04966012,Dry,10
7196852103,4.78008449,-74.05306538,Chilled,66
7196852103,4.78008449,-74.05306538,Dry,496
7196852103,4.78008449,-74.05306538,Frozen,10
7196852408,4.618172,-74.133936,Frozen,23
7196852463,4.64988024,-74.05624417,Dry,66
7196852468,4.71595104,-74.0535154,Chilled,5
7196852468,4.71595104,-74.0535154,Dry,21
7196852562,4.68274312,-74.08748241,Chilled,8
7196852562,4.68274312,-74.08748241,Dry,53
7196852583,4.61691767,-74.06881998,Dry,40
7196852735,4.66637088,-74.05263727,Dry,66
7196852735,4.66637088,-74.05263727,Chilled,7
7196852942,4.63653172,-74.0641335,Dry,3
7196852942,4.63653172,-74.0641335,Frozen,32
7196852974,4.597934789,-74.10043493,Chilled,15
7196852974,4.597934789,-74.10043493,Dry,10
7196853096,4.71132399,-74.03247745,Dry,24
7196853096,4.71132399,-74.03247745,Frozen,2
7196853133,4.68366931,-74.06018296,Chilled,5
7196853133,4.68366931,-74.06018296,Dry,38
7196853198,4.64147788,-74.12068622,Chilled,4
7196853198,4.64147788,-74.12068622,Dry,101
7196853297,4.60842521,-74.07153369,Chilled,332
7196853297,4.60842521,-74.07153369,Dry,21
7196853335,4.69410984,-74.08554061,Chilled,26
7196853335,4.69410984,-74.08554061,Dry,37
7196853479,4.864757,-74.08602399,Frozen,27
7196853501,4.58102615,-74.15549695,Chilled,8
7196853501,4.58102615,-74.15549695,Dry,24
7196853567,4.68863721,-74.14847558,Chilled,120
7196853567,4.68863721,-74.14847558,Dry,183
7196853580,4.79670299,-74.210756,Chilled,49
7196853654,4.78503725,-74.04228233,Chilled,7
7196853654,4.78503725,-74.04228233,Dry,39
7196853675,4.72872245,-74.12709394,Chilled,3
7196853675,4.72872245,-74.12709394,Dry,2
7196853693,4.67828987,-74.05002522,Chilled,6
7196853780,4.63121065,-74.16843151,Chilled,12
7196853780,4.63121065,-74.16843151,Dry,18
7196853780,4.63121065,-74.16843151,Frozen,10
7196853793,4.628478556,-74.06491141,Chilled,76
7196853794,4.6695927,-74.0535296,Dry,9
7196853794,4.6695927,-74.0535296,Chilled,101
7196853826,4.74497206,-74.10258214,Chilled,7
7196853863,4.67660786,-74.04904092,Chilled,200
7196853873,4.792897,-74.07607699,Chilled,880
7196853873,4.792897,-74.07607699,Dry,19
7196853914,4.73689109,-74.0910659,Chilled,220
7196853950,4.67429818,-74.06990384,Chilled,61
7196853950,4.67429818,-74.06990384,Dry,1
7196854028,4.66251775,-74.05175103,Chilled,5
7196854028,4.66251775,-74.05175103,Dry,25
7196854039,4.73253231,-74.26255897,Chilled,6
7196854039,4.73253231,-74.26255897,Dry,11
7196854039,4.73253231,-74.26255897,Frozen,34
7196854089,4.62928001,-74.10598896,Chilled,30
7196854089,4.62928001,-74.10598896,Dry,72
7196854165,4.730369425,-74.03716849,Dry,540
7196854232,4.65388586,-74.07759137,Chilled,19
7196854232,4.65388586,-74.07759137,Dry,34
7196854232,4.65388586,-74.07759137,Frozen,15
7196854250,4.63270907,-74.13368745,Chilled,44
7196854307,4.618101716,-74.08625881,Chilled,19
7196854307,4.618101716,-74.08625881,Dry,4
7196854326,4.89145499,-74.03749899,Dry,64
7196854348,4.73555263,-74.04382484,Chilled,2
7196854348,4.73555263,-74.04382484,Dry,6
7196854348,4.73555263,-74.04382484,Frozen,9
7196854355,4.899765,-74.03660399,Chilled,1
7196854355,4.899765,-74.03660399,Frozen,6
7196854401,4.67570288,-74.05538859,Dry,15
7196854519,4.57631793,-74.11837679,Dry,95
7196854519,4.57631793,-74.11837679,Chilled,121
7196854548,4.65658326,-74.10672999,Dry,57
7196854548,4.65658326,-74.10672999,Chilled,11
7196854652,4.65159597,-74.10677234,Dry,56
7196854796,4.86157899,-74.03473099,Chilled,5
7196854796,4.86157899,-74.03473099,Dry,8
7196854807,4.59256666,-74.11427836,Chilled,11
7196854807,4.59256666,-74.11427836,Dry,1
7196855043,4.80965279,-74.09993418,Dry,70
7196855096,4.69158677,-74.1179543,Dry,20
7196855264,4.67882878,-74.09724399,Chilled,11
7196855264,4.67882878,-74.09724399,Dry,22
7196855264,4.67882878,-74.09724399,Frozen,5
7196855419,4.687447974,-74.08252678,Chilled,90
7196855584,4.77209899,-74.273745,Chilled,5
7196855584,4.77209899,-74.273745,Dry,25
7196855664,4.69446518,-74.03221437,Dry,83
7196855664,4.69446518,-74.03221437,Chilled,13
7196855715,4.66368288,-74.11755356,Chilled,27
7196855831,4.59147445,-74.07306518,Chilled,56
7196855846,4.74314463,-74.04167051,Chilled,28
7196855846,4.74314463,-74.04167051,Dry,109
7196855922,4.866,-73.9558,Dry,170
7196856021,4.74119976,-74.03413879,Chilled,12
7196856021,4.74119976,-74.03413879,Dry,20
7196856037,4.654595271,-74.11497965,Chilled,4
7196856037,4.654595271,-74.11497965,Dry,25
7196856085,4.64191449,-74.13640321,Dry,123
7196856262,4.68046794,-74.04739797,Chilled,5
7196856273,4.65996334,-74.07109086,Chilled,78
7196856299,4.64160804,-74.06494157,Dry,11
7196856299,4.64160804,-74.06494157,Chilled,3
7196856375,4.70617358,-74.078526,Dry,33
7196856375,4.70617358,-74.078526,Chilled,2
7196856400,4.56354489,-74.13195814,Chilled,5
7196856503,4.63310267,-74.15614685,Chilled,7
7196856503,4.63310267,-74.15614685,Dry,1
7196856506,4.66750419,-74.1066912,Chilled,29
7196856599,4.6255041,-74.07453573,Dry,2
7196856639,4.58210396,-74.21477332,Chilled,15
7196856813,4.850979548,-74.07633464,Chilled,40
7196856813,4.850979548,-74.07633464,Dry,542
7196856912,4.62628642,-74.10179184,Chilled,9
7196856912,4.62628642,-74.10179184,Dry,7
7196856940,4.60472602,-74.0703049,Chilled,2
7196856996,4.68405801,-74.0869057,Chilled,50
7196856996,4.68405801,-74.0869057,Dry,11
7196857099,4.70220508,-74.04270612,Dry,25
7196857140,4.69112099,-74.16555748,Chilled,145
7196857274,4.6914747,-74.0501554,Chilled,5
7196857274,4.6914747,-74.0501554,Dry,123
7196857274,4.6914747,-74.0501554,Frozen,10
7196857409,4.70468099,-74.24286999,Chilled,19
7196857409,4.70468099,-74.24286999,Dry,44
7196857419,4.70509346,-74.05278595,Chilled,12
7196857419,4.70509346,-74.05278595,Dry,1
7196857448,4.70368951,-74.03227299,Chilled,71
7196857448,4.70368951,-74.03227299,Dry,423
7196857697,4.68827831,-74.03930647,Dry,20
7196857729,4.65350954,-74.05450233,Chilled,201
7196857729,4.65350954,-74.05450233,Dry,736
7196857916,4.67276465,-74.05036902,Dry,193
7196857925,4.70344781,-74.04355978,Dry,400
7196857948,4.71203425,-74.07707036,Dry,117
7196857948,4.71203425,-74.07707036,Chilled,12
7196858053,4.72040887,-74.03886759,Dry,7
7196858053,4.72040887,-74.03886759,Frozen,4
7196858077,4.65717905,-74.06984055,Chilled,18
7196858077,4.65717905,-74.06984055,Dry,29
7196858152,4.72736403,-74.0649537,Chilled,19
7196858152,4.72736403,-74.0649537,Dry,4
7196858349,4.71718198,-74.03159258,Chilled,9
7196858361,4.908728,-74.02804899,Chilled,7
7196858361,4.908728,-74.02804899,Dry,35
7196858361,4.908728,-74.02804899,Frozen,10
7196858529,4.64024045,-74.15936997,Dry,160
7196858578,4.75733098,-74.13772299,Dry,30
7196858599,4.62691304,-74.06473299,Chilled,6
7196858612,4.64057111,-74.06942644,Chilled,160
7196858706,4.70213153,-74.04115166,Frozen,7
7196858706,4.70213153,-74.04115166,Chilled,25
7196858706,4.70213153,-74.04115166,Dry,126
7196858707,4.70234009,-74.04914705,Chilled,4
7196858715,4.69904499,-74.14096299,Chilled,10
7196858715,4.69904499,-74.14096299,Dry,6
7196858767,4.61657513,-74.07142342,Chilled,8
7196858767,4.61657513,-74.07142342,Dry,10
7196858922,4.72591065,-74.03806248,Dry,4
7196858949,4.86157899,-74.03473099,Chilled,2
7196859021,4.4973,-74.0916,Chilled,5
7196859021,4.4973,-74.0916,Dry,31
7196859059,4.73777751,-74.08573726,Dry,336
7196859136,4.70633291,-74.0509231,Dry,4
7196859286,4.57156289,-74.10889311,Chilled,15
7196859292,4.62992216,-74.11214628,Frozen,16
7196859292,4.62992216,-74.11214628,Chilled,45
7196859292,4.62992216,-74.11214628,Dry,48
7196859313,4.744569109,-74.13921802,Chilled,2
7196859313,4.744569109,-74.13921802,Dry,6
7196859388,4.64677536,-74.05994349,Chilled,21
7196859388,4.64677536,-74.05994349,Dry,1
7196859392,4.67623604,-74.05090727,Chilled,13
7196859392,4.67623604,-74.05090727,Dry,2
7196859522,4.753394711,-74.14539884,Chilled,2
7196859522,4.753394711,-74.14539884,Dry,6
7196859551,4.63242228,-74.11628296,Chilled,3
7196859551,4.63242228,-74.11628296,Dry,3
7196859619,4.61384194,-74.11233033,Chilled,91
7196859861,4.7383117,-74.05301601,Chilled,25
7196859861,4.7383117,-74.05301601,Dry,4
7196859897,4.62691334,-74.06473241,Dry,21
7196859897,4.62691334,-74.06473241,Chilled,48
7196860064,4.70220508,-74.04270612,Dry,40
7196860081,4.7098892,-74.12006074,Chilled,15
7196860081,4.7098892,-74.12006074,Dry,6
7196860112,4.75348477,-74.04297197,Dry,20
7196860136,4.60414294,-74.0840533,Dry,2
7196860177,4.67051439,-74.15482936,Chilled,33
7196860177,4.67051439,-74.15482936,Dry,19
7196860177,4.67051439,-74.15482936,Frozen,1
7196860288,4.68176013,-74.05021611,Dry,6
7196860383,4.7608,-74.2234,Chilled,138
7196860383,4.7608,-74.2234,Dry,156
7196860450,4.67660786,-74.04904092,Dry,33
7196860473,4.66944796,-74.05021514,Dry,4
7196860473,4.66944796,-74.05021514,Chilled,5
7196860659,4.60738508,-74.1241788,Dry,49
7196860857,4.67503373,-74.05410902,Dry,42
7196860896,4.756045,-74.135349,Chilled,15
7196860896,4.756045,-74.135349,Dry,2
7196860958,4.68037247,-74.12501343,Chilled,9
7196860958,4.68037247,-74.12501343,Dry,37
7196860974,4.67202212,-74.05347522,Dry,34
7196860979,4.62651066,-74.13561465,Chilled,70
7196860979,4.62651066,-74.13561465,Dry,1
7196861015,4.68377693,-74.03604244,Dry,198
7196861026,4.615459265,-74.18810114,Chilled,1
7196861101,4.66463297,-74.07850454,Dry,45
7196861146,4.88388,-74.037345,Dry,14
7196861146,4.88388,-74.037345,Chilled,60
7196861149,4.63067723,-74.08208048,Chilled,5
7196861149,4.63067723,-74.08208048,Frozen,5
7196861172,4.66511961,-74.13290473,Chilled,271
7196861198,4.71782978,-74.04409777,Dry,50
7196861219,4.73571147,-74.27055938,Chilled,139
7196861232,4.68866036,-74.03861234,Chilled,95
7196861232,4.68866036,-74.03861234,Dry,31
7196861395,4.68076748,-74.05558089,Dry,47
7196861408,4.63076199,-74.184235,Dry,25
7196861409,4.58486844,-74.10376049,Dry,9
7196861457,4.60030296,-74.06913536,Dry,19
7196861457,4.60030296,-74.06913536,Chilled,14
7196861486,4.62691304,-74.06473299,Dry,6
7196861496,4.66637123,-74.05264173,Dry,56
7196861496,4.66637123,-74.05264173,Chilled,20
7196861517,4.6892625,-74.12837746,Dry,105
7196861517,4.6892625,-74.12837746,Frozen,12
7196861517,4.6892625,-74.12837746,Chilled,26
7196861575,4.72385428,-74.11320004,Dry,129
7196861575,4.72385428,-74.11320004,Chilled,2
7196861596,4.60137792,-74.06740803,Chilled,6
7196861596,4.60137792,-74.06740803,Dry,92
7196861630,4.69309831,-74.1564796,Dry,11
7196861678,4.59204944,-74.11254034,Chilled,65
7196861678,4.59204944,-74.11254034,Dry,217
7196861687,4.6369526,-74.09722751,Dry,74
7196861717,4.6892625,-74.12837746,Chilled,16
7196861717,4.6892625,-74.12837746,Dry,34
7196861720,4.646097604,-74.12801348,Chilled,1
7196861720,4.646097604,-74.12801348,Dry,41
7196861813,4.68324973,-74.07734496,Dry,93
7196861857,4.70212944,-74.08242232,Dry,342
7196861951,4.65461644,-74.05945965,Chilled,37
7196861951,4.65461644,-74.05945965,Dry,486
7196862020,4.64206537,-74.11222403,Dry,8
7196862020,4.64206537,-74.11222403,Chilled,15
7196862034,4.69043194,-74.05089455,Dry,8
7196862077,4.518783,-74.27031999,Chilled,3
7196862077,4.518783,-74.27031999,Dry,7
7196862089,4.6218312,-74.14918549,Chilled,4
7196862134,4.68542115,-74.05699726,Dry,36
7196862148,4.69508952,-74.03271096,Chilled,12
7196862148,4.69508952,-74.03271096,Dry,16
7196862150,4.7633463,-74.0462321,Chilled,116
7196862150,4.7633463,-74.0462321,Dry,17
7196862222,4.60125737,-74.07472589,Chilled,17
7196862230,4.90923023,-74.02823511,Chilled,93
7196862230,4.90923023,-74.02823511,Dry,66
7196862236,4.65519762,-74.05149499,Dry,6
7196862236,4.65519762,-74.05149499,Chilled,29
7196862347,4.69808741,-74.05504631,Frozen,25
7196862347,4.69808741,-74.05504631,Chilled,42
7196862347,4.69808741,-74.05504631,Dry,177
7196862399,4.66973871,-74.05331527,Chilled,4
7196862403,4.704961,-74.04359999,Dry,150
7196862410,4.62760384,-74.1138151,Chilled,6
7196862509,4.60055878,-74.06628065,Dry,6
7196862553,4.66637123,-74.05264173,Chilled,10
7196862584,4.63131578,-74.07432425,Dry,15
7196862641,4.63285157,-74.15690395,Chilled,2
7196862641,4.63285157,-74.15690395,Dry,54
7196862673,4.60423408,-74.07897943,Chilled,1
7196862711,4.67367527,-74.12038188,Chilled,5
7196862750,4.6564901,-74.06371822,Dry,2
7196862766,4.66443545,-74.05269527,Frozen,21
7196862820,4.72018605,-74.04518999,Chilled,7
7196862894,4.65253687,-74.10931626,Chilled,23
7196862910,4.69514984,-74.03198436,Chilled,1
7196862910,4.69514984,-74.03198436,Dry,190
7196862935,4.70866337,-74.0416484,Chilled,14
7196862935,4.70866337,-74.0416484,Dry,14
7196862949,4.60934186,-74.06918197,Dry,180
7196862989,4.60490936,-74.1837439,Dry,141
7196863075,4.63642406,-74.18928657,Dry,7
7196863134,4.61559278,-74.08484888,Chilled,6
7196863134,4.61559278,-74.08484888,Dry,149
7196863135,4.73693303,-74.02694086,Chilled,10
7196863135,4.73693303,-74.02694086,Dry,79
7196863135,4.73693303,-74.02694086,Frozen,3
7196863151,4.66943935,-74.05347839,Dry,252
7196863234,4.62300352,-74.13674267,Chilled,8
7196863335,4.7006267,-74.0438336,Dry,175
7196863335,4.7006267,-74.0438336,Chilled,163
7196863383,4.63121065,-74.16843151,Chilled,8
7196863383,4.63121065,-74.16843151,Dry,75
7196863400,4.668753738,-74.07700141,Chilled,31
7196863400,4.668753738,-74.07700141,Dry,38
7196863511,4.8872,-73.9637,Chilled,32
7196863511,4.8872,-73.9637,Dry,1
7196863515,4.6883721,-74.04114438,Chilled,40
7196863515,4.6883721,-74.04114438,Dry,105
7196863585,4.73787969,-74.09514843,Dry,1092
