Date,ClientID,Lat,Lon,Kg,ProductType
2024-06-05,7194858410,4.782087154578518,-74.18337712190706,450,Chilled
2024-06-05,7194866389,4.6871872171108215,-74.12594830788954,49,Chilled
2024-06-05,7194866389,4.6871872171108215,-74.12594830788954,72,Dry
2024-06-05,7194904287,4.745104604041759,-74.04391300261432,54,Chilled
2024-06-05,7194908071,4.647150031228957,-74.10571005390464,45,Dry
2024-06-05,7194908183,4.756106847056585,-74.1353491831474,157,Dry
2024-06-05,7194916301,4.593565075191305,-74.13908788650987,93,Dry
2024-06-05,7194923343,4.599549926307907,-74.07575451431642,99,Dry
2024-06-05,7194923473,4.7088145348976855,-74.06169926777177,99,Dry
2024-06-05,7194923743,4.69396406103385,-74.03291574458619,68,Dry
2024-06-05,7194923955,4.632476827121282,-74.11622803691122,148,Dry
2024-06-05,7194924343,4.689036418698823,-74.13123525457183,165,Dry
2024-06-05,7194927533,4.761689827451918,-74.16722238532088,485,Chilled
2024-06-05,7194927533,4.761689827451918,-74.16722238532088,82,Frozen
2024-06-05,7194927801,4.628997256160371,-74.08972647386857,100,Dry
2024-06-05,7194930016,4.7616132762501,-74.16722019131892,436,Chilled
2024-06-05,7194930016,4.7616132762501,-74.16722019131892,50,Frozen
2024-06-05,7194930763,4.679314599327956,-74.05353649558513,51,Dry
2024-06-05,7194931532,4.6778938628543045,-74.04738858213216,92,Chilled
2024-06-05,7194931532,4.6778938628543045,-74.04738858213216,55,Dry
2024-06-05,7194932910,4.685873682582554,-74.12966795627148,50,Chilled
2024-06-05,7194933628,4.675280711793265,-74.04725816946518,110,Dry
2024-06-05,7194935411,4.68401953946712,-74.05262205800949,46,Dry
2024-06-05,7194936277,4.678292199558669,-74.12155261058564,296,Dry
2024-06-05,7194936738,4.684266279415126,-74.08482626569442,96,Dry
2024-06-05,7194937060,4.602978093607032,-74.07242246224217,79,Dry
2024-06-05,7194937409,4.863342477167694,-74.0254225193787,45,Dry
2024-06-05,7194939484,4.630773933149937,-74.18422020209186,203,Dry
2024-06-05,7194942742,4.682536908241609,-74.07227059498967,459,Chilled
2024-06-05,7194942742,4.682536908241609,-74.07227059498967,266,Dry
2024-06-05,7194943933,4.682462729541653,-74.07239099175678,867,Dry
2024-06-05,7194947239,4.591574773288836,-74.12317881790494,72,Dry
2024-06-05,7194947259,4.631643148486857,-74.13565427776129,77,Dry
2024-06-05,7194947291,4.711369202679255,-74.11060951926778,75,Dry
2024-06-05,7194947380,4.732526538339339,-74.0655733944102,50,Dry
2024-06-05,7194947414,4.653153156476794,-74.12484820022787,49,Dry
