Date,ClientID,Lat,Lon,Kg,ProductType
2024-06-25,7195457134,4.76616805969223,-74.17764365423204,199,Chilled
2024-06-25,7195468761,4.722700026569228,-74.1954958625484,4,Chilled
2024-06-25,7195479101,4.592864330688282,-74.12429056310684,5,Dry
2024-06-25,7195479121,4.620469478312667,-74.1374044669279,6,Chilled
2024-06-25,7195498261,4.765991111354538,-74.17748468046639,21,Dry
2024-06-25,7195500246,4.766167761486276,-74.17754008318133,54,Chilled
2024-06-25,7195500246,4.766167761486276,-74.17754008318133,236,Dry
2024-06-25,7195533855,4.628992536387697,-74.08985233843333,17,Chilled
2024-06-25,7195563095,4.761467721087208,-74.1678948012405,35,Dry
2024-06-25,7195563540,4.670666193418837,-74.06103145625065,140,Dry
2024-06-25,7195567127,4.7502290801157585,-74.06542009358934,13,Chilled
2024-06-25,7195567127,4.7502290801157585,-74.06542009358934,39,Dry
2024-06-25,7195568116,4.678857989490234,-74.12738883181143,20,Chilled
2024-06-25,7195568212,4.67892216169316,-74.12736540872682,68,Dry
2024-06-25,7195569145,4.7753209603268525,-74.17878513400656,320,Dry
2024-06-25,7195570055,4.6995824197348375,-74.20992214610207,16,Chilled
2024-06-25,7195570055,4.6995824197348375,-74.20992214610207,2,Dry
2024-06-25,7195570055,4.6995824197348375,-74.20992214610207,8,Frozen
2024-06-25,7195577089,4.590356248580916,-74.12478706796195,6,Chilled
2024-06-25,7195577409,4.748640861258512,-74.04378666263214,18,Dry
2024-06-25,7195578732,4.766436016228163,-74.07254554399775,8,Chilled
2024-06-25,7195579407,4.716866087747042,-74.21177558681903,46,Dry
2024-06-25,7195582063,4.655980470430108,-74.07041614882975,34,Dry
2024-06-25,7195582063,4.655980470430108,-74.07041614882975,12,Frozen
2024-06-25,7195583236,4.67020744744523,-74.07525353347968,14,Chilled
2024-06-25,7195583248,4.688293165482566,-74.04119178918023,5,Chilled
2024-06-25,7195583248,4.688293165482566,-74.04119178918023,14,Dry
2024-06-25,7195583853,4.848336893822968,-74.27450803839442,16,Chilled
2024-06-25,7195583853,4.848336893822968,-74.27450803839442,23,Dry
2024-06-25,7195583853,4.848336893822968,-74.27450803839442,57,Frozen
2024-06-25,7195585002,4.909579520396847,-74.01574947040685,24,Dry
2024-06-25,7195585716,4.668848557972806,-74.05341275417487,16,Chilled
2024-06-25,7195585716,4.668848557972806,-74.05341275417487,14,Dry
2024-06-25,7195585831,4.782133989001635,-74.18347589558287,231,Dry
2024-06-25,7195585933,4.782061700043485,-74.18351288671595,659,Dry
2024-06-25,7195586336,4.782090368377207,-74.18345707162814,8,Chilled
2024-06-25,7195586614,4.6967780093418225,-74.04369920955143,5,Chilled
2024-06-25,7195586614,4.6967780093418225,-74.04369920955143,40,Dry
2024-06-25,7195586791,4.698993846242304,-74.05117601592734,57,Chilled
2024-06-25,7195587699,4.720052127559337,-74.06787775516123,15,Dry
2024-06-25,7195587712,4.668096442868459,-74.05421188188515,17,Chilled
2024-06-25,7195587980,4.63373980954485,-74.11537166967739,4,Dry
2024-06-25,7195587980,4.63373980954485,-74.11537166967739,10,Frozen
2024-06-25,7195589300,4.7172574735224995,-74.03098226773267,7,Chilled
2024-06-25,7195589300,4.7172574735224995,-74.03098226773267,38,Dry
2024-06-25,7195590205,4.750191925632894,-74.06540966374398,20,Chilled
2024-06-25,7195590273,4.750086501245405,-74.06541154901008,9,Chilled
2024-06-25,7195590426,4.599397718778891,-74.16597831609936,9,Dry
2024-06-25,7195590780,4.715223815452032,-74.21681956777662,18,Chilled
2024-06-25,7195591231,4.671278043800432,-74.08116160272147,32,Chilled
2024-06-25,7195591231,4.671278043800432,-74.08116160272147,46,Dry
2024-06-25,7195591371,4.671258725059341,-74.08125400198837,18,Dry
2024-06-25,7195592099,4.626412871953936,-74.10217101732061,14,Dry
2024-06-25,7195595159,4.588872106751623,-74.19501928817816,432,Chilled
2024-06-25,7195598538,4.629002776896719,-74.06307236181156,11,Dry
2024-06-25,7195598614,4.630973856491025,-74.0643040478312,15,Chilled
2024-06-25,7195598614,4.630973856491025,-74.0643040478312,3,Dry
2024-06-25,7195598671,4.626829519650627,-74.06482330860689,14,Dry
2024-06-25,7195598718,4.6269395877417585,-74.0646702875125,93,Chilled
2024-06-25,7195598815,4.62905750858694,-74.06309572387316,13,Chilled
2024-06-25,7195598853,4.626836397194293,-74.06468576024365,12,Dry
2024-06-25,7195598863,4.631232440758067,-74.06368445919782,3,Chilled
2024-06-25,7195598874,4.626827350271231,-74.0646854432141,15,Chilled
2024-06-25,7195598874,4.626827350271231,-74.0646854432141,12,Dry
2024-06-25,7195599194,4.669370404899116,-74.05357183998471,15,Chilled
2024-06-25,7195599194,4.669370404899116,-74.05357183998471,22,Dry
2024-06-25,7195599984,4.653132888005274,-74.12490794974768,43,Dry
2024-06-25,7195600051,4.647338468906093,-74.10139096591513,28,Dry
2024-06-25,7195600127,4.695628738905455,-74.0302365572395,47,Dry
2024-06-25,7195600209,4.591564398922667,-74.12315983077616,90,Dry
2024-06-25,7195600218,4.702178064518246,-74.08237409756018,24,Chilled
2024-06-25,7195600342,4.7451187920513,-74.04392286975154,81,Chilled
2024-06-25,7195600397,4.88724718420276,-73.9636282298734,57,Chilled
2024-06-25,7195600397,4.88724718420276,-73.9636282298734,79,Dry
2024-06-25,7195600647,4.887213055783756,-73.96372185356299,9,Dry
2024-06-25,7195600708,4.717525734186612,-74.21003153376034,1656,Dry
2024-06-25,7195600967,4.763431897570614,-74.04589238398499,11,Chilled
2024-06-25,7195600967,4.763431897570614,-74.04589238398499,5,Dry
2024-06-25,7195601163,4.706504263330171,-74.05122277592238,51,Chilled
2024-06-25,7195601163,4.706504263330171,-74.05122277592238,5,Dry
2024-06-25,7195601364,4.704868635664652,-74.04350297303975,3,Dry
2024-06-25,7195601570,4.7050176188054955,-74.04357635132045,20,Chilled
2024-06-25,7195601741,4.728655588065639,-74.12702107092673,260,Dry
2024-06-25,7195602080,4.579453141671553,-74.125326239796,2,Chilled
2024-06-25,7195602405,4.656970763195287,-74.05872023523045,9,Chilled
2024-06-25,7195602459,4.665799500645245,-74.00973532277283,7,Chilled
2024-06-25,7195602459,4.665799500645245,-74.00973532277283,6,Dry
2024-06-25,7195602498,4.641609082617511,-74.07327432865632,3,Chilled
2024-06-25,7195602536,4.664120303553718,-74.05458985335113,6,Chilled
2024-06-25,7195602536,4.664120303553718,-74.05458985335113,2,Dry
2024-06-25,7195602603,4.681406841986957,-74.04956742633875,6,Chilled
2024-06-25,7195602603,4.681406841986957,-74.04956742633875,2,Dry
2024-06-25,7195602626,4.6762824092481905,-74.05233793458586,13,Chilled
2024-06-25,7195602626,4.6762824092481905,-74.05233793458586,4,Dry
2024-06-25,7195603295,4.633167567228916,-74.15607436792469,77,Chilled
2024-06-25,7195603295,4.633167567228916,-74.15607436792469,411,Dry
2024-06-25,7195603303,4.688553578902734,-74.14842539740985,320,Chilled
2024-06-25,7195603461,4.660409217557319,-74.05953899148082,12,Dry
2024-06-25,7195603722,4.771332361644136,-74.03515293801112,6,Chilled
2024-06-25,7195603722,4.771332361644136,-74.03515293801112,15,Dry
2024-06-25,7195603798,4.607630936212311,-74.08539724353679,3,Frozen
2024-06-25,7195604099,4.65758592084687,-74.05679558463565,11,Chilled
2024-06-25,7195604099,4.65758592084687,-74.05679558463565,11,Dry
2024-06-25,7195604223,4.656423424789503,-74.06377385719244,261,Chilled
2024-06-25,7195604223,4.656423424789503,-74.06377385719244,599,Dry
2024-06-25,7195604373,4.651859720133884,-74.05622625682,30,Dry
2024-06-25,7195604377,4.53464957046955,-74.25150834640705,12,Dry
2024-06-25,7195604668,4.689058118922037,-74.1311520057772,17,Chilled
2024-06-25,7195605144,4.534550716827584,-74.25149588715506,12,Dry
2024-06-25,7195605251,4.64660266411839,-74.10228195524556,17,Dry
2024-06-25,7195606085,4.763340555602035,-74.04621673529185,12,Chilled
2024-06-25,7195606085,4.763340555602035,-74.04621673529185,65,Dry
2024-06-25,7195606085,4.763340555602035,-74.04621673529185,10,Frozen
2024-06-25,7195606716,4.625575126305525,-74.11097977306083,2,Chilled
2024-06-25,7195606841,4.603577597389551,-74.10137016273177,46,Chilled
2024-06-25,7195607005,4.6257153479104325,-74.11109386932135,79,Dry
2024-06-25,7195607172,4.700362520212612,-74.04993731878648,3,Chilled
2024-06-25,7195607172,4.700362520212612,-74.04993731878648,7,Dry
2024-06-25,7195607302,4.597877519698382,-74.10045561476895,5,Chilled
2024-06-25,7195607569,4.654616814129368,-74.05936911301174,19,Chilled
2024-06-25,7195607569,4.654616814129368,-74.05936911301174,21,Dry
2024-06-25,7195607603,4.646076291291835,-74.06033231664618,106,Dry
2024-06-25,7195607631,4.6298370758314835,-74.11221919158032,3,Chilled
2024-06-25,7195607934,4.764631005512327,-74.17887301814079,6,Dry
2024-06-25,7195608160,4.746616777886384,-74.04165018973949,195,Dry
2024-06-25,7195608170,4.755944417537101,-74.05069739386911,4,Chilled
2024-06-25,7195608180,4.6059178934744045,-74.0791289698044,5,Chilled
2024-06-25,7195608188,4.603090112691176,-74.11197199599091,75,Dry
2024-06-25,7195608188,4.603090112691176,-74.11197199599091,35,Frozen
2024-06-25,7195608392,4.757400069364496,-74.14734463035624,80,Dry
2024-06-25,7195608786,4.623647883999307,-74.09867187560904,2,Chilled
2024-06-25,7195608786,4.623647883999307,-74.09867187560904,25,Dry
2024-06-25,7195608846,4.764779552522661,-74.17879998518363,377,Dry
2024-06-25,7195608870,4.804039340933147,-74.10660488345744,7,Dry
2024-06-25,7195608870,4.804039340933147,-74.10660488345744,7,Frozen
2024-06-25,7195609447,4.6465552168853685,-74.12281697007266,504,Dry
2024-06-25,7195609592,4.730601624977701,-74.25973831162973,56,Frozen
2024-06-25,7195609617,4.70467286206616,-74.24280360064745,55,Chilled
2024-06-25,7195609617,4.70467286206616,-74.24280360064745,18,Dry
2024-06-25,7195609617,4.70467286206616,-74.24280360064745,5,Frozen
2024-06-25,7195609624,4.681005703700455,-74.05008292257247,12,Dry
2024-06-25,7195609660,4.734495661688215,-74.26168313547076,10,Chilled
2024-06-25,7195609660,4.734495661688215,-74.26168313547076,13,Dry
2024-06-25,7195609836,4.831046968187658,-74.03303076008169,7,Chilled
2024-06-25,7195609836,4.831046968187658,-74.03303076008169,3,Dry
2024-06-25,7195610440,4.725830454604551,-74.03797131238088,9,Chilled
2024-06-25,7195610846,4.6645037335837225,-74.05144786786765,3,Chilled
2024-06-25,7195611306,4.671461401373837,-74.15695848232183,52,Dry
2024-06-25,7195611433,4.6581023542535895,-74.10810126493939,153,Chilled
2024-06-25,7195611433,4.6581023542535895,-74.10810126493939,32,Dry
2024-06-25,7195611652,4.754649978722722,-74.15208407479996,2,Chilled
2024-06-25,7195611652,4.754649978722722,-74.15208407479996,10,Dry
2024-06-25,7195611652,4.754649978722722,-74.15208407479996,5,Frozen
2024-06-25,7195611756,4.645990968377243,-74.10351390207859,288,Chilled
2024-06-25,7195611756,4.645990968377243,-74.10351390207859,101,Dry
2024-06-25,7195611808,4.627078729670671,-74.06573072268704,45,Chilled
2024-06-25,7195611825,4.631135313467749,-74.0925836273579,12,Chilled
2024-06-25,7195611825,4.631135313467749,-74.0925836273579,30,Dry
2024-06-25,7195612049,4.698959195928111,-74.1409242913236,23,Chilled
2024-06-25,7195612049,4.698959195928111,-74.1409242913236,3,Dry
2024-06-25,7195612070,4.631576734448152,-74.09341897664181,23,Chilled
2024-06-25,7195612275,4.688795374416499,-74.11796317831279,661,Chilled
2024-06-25,7195612275,4.688795374416499,-74.11796317831279,22,Dry
2024-06-25,7195612276,4.695763854741864,-74.3114548488531,33,Dry
2024-06-25,7195612478,4.584522452249796,-74.10267061439384,287,Dry
2024-06-25,7195612488,4.6702006987219615,-74.15350647064152,3,Chilled
2024-06-25,7195612492,4.6553557689151,-74.1091033937877,6,Chilled
2024-06-25,7195612492,4.6553557689151,-74.1091033937877,43,Dry
2024-06-25,7195612492,4.6553557689151,-74.1091033937877,90,Frozen
2024-06-25,7195612525,4.677897952351942,-74.04738751868535,60,Chilled
2024-06-25,7195612525,4.677897952351942,-74.04738751868535,2,Dry
2024-06-25,7195612556,4.682452904602011,-74.04921846821,300,Dry
2024-06-25,7195612789,4.667609515453582,-74.05405534257947,130,Dry
2024-06-25,7195612861,4.697030837656537,-74.21836116481894,70,Dry
2024-06-25,7195612982,4.689631172704282,-74.130408574838,2,Chilled
2024-06-25,7195612982,4.689631172704282,-74.130408574838,50,Dry
2024-06-25,7195612997,4.66627965929474,-74.05265243188637,22,Chilled
2024-06-25,7195612997,4.66627965929474,-74.05265243188637,21,Dry
2024-06-25,7195612997,4.66627965929474,-74.05265243188637,12,Frozen
2024-06-25,7195613102,4.696098817459337,-74.03301032913474,98,Chilled
2024-06-25,7195613102,4.696098817459337,-74.03301032913474,59,Dry
2024-06-25,7195613227,4.59228446327873,-74.124582226683,8,Chilled
2024-06-25,7195613267,4.592324344751517,-74.12456554985245,7,Chilled
2024-06-25,7195613267,4.592324344751517,-74.12456554985245,3,Dry
2024-06-25,7195613307,4.597365111113555,-74.18221722589689,2,Chilled
2024-06-25,7195613307,4.597365111113555,-74.18221722589689,2,Dry
2024-06-25,7195613731,4.688803599819462,-74.11783196017758,250,Chilled
2024-06-25,7195613731,4.688803599819462,-74.11783196017758,742,Dry
2024-06-25,7195613744,4.748960449023138,-74.09643919224021,26,Dry
2024-06-25,7195613783,4.576439211769824,-74.09105980624108,6,Dry
2024-06-25,7195613883,4.664690889962759,-74.07841201569082,5,Chilled
