Date,ClientID,Lat,Lon,Kg,ProductType
2024-07-02,7195750844,4.759732654267362,-74.1569661975694,137,Dry
2024-07-02,7195766575,4.664555835865069,-74.0785786531631,239,Dry
2024-07-02,7195769792,4.6956431617470935,-74.24412153135694,462,Dry
2024-07-02,7195770102,4.699826304767648,-74.1848383387429,59,Dry
2024-07-02,7195770829,4.621818153487173,-74.06553862791691,38,Dry
2024-07-02,7195771184,4.796656230962282,-74.21080953489037,296,Dry
2024-07-02,7195771900,4.7962655617958285,-74.19077219893387,114,Dry
2024-07-02,7195784589,4.782105690104126,-74.18350037903711,659,Dry
2024-07-02,7195784791,4.782056738952517,-74.18352263921527,231,Dry
2024-07-02,7195785015,4.782045343750716,-74.18337402201954,99,Dry
2024-07-02,7195797838,4.695659824285844,-74.24423854649467,70,Dry
2024-07-02,7195835376,4.883537792710897,-74.03744428567731,105,Dry
2024-07-02,7195836414,4.741895455200949,-74.14150664788653,592,Dry
2024-07-02,7195836887,4.738475917492666,-74.04963653339702,160,Dry
2024-07-02,7195836934,4.599641789380239,-74.1234686312879,440,Dry
2024-07-02,7195837304,4.670373129218652,-74.10624268070474,163,Dry
2024-07-02,7195837804,4.683440651267329,-74.16459515955059,120,Dry
2024-07-02,7195837930,4.606901379207945,-74.2174216015528,33,Dry
2024-07-02,7195838898,4.703964581563168,-74.05483449918023,108,Dry
2024-07-02,7195838909,4.688217619451136,-74.13053204793887,46,Dry
2024-07-02,7195840196,4.894690535851057,-74.01759869661446,61,Dry
2024-07-02,7195840476,4.763286948174103,-74.04622504919926,124,Dry
2024-07-02,7195840968,4.894704672433188,-74.01776435258809,40,Dry
2024-07-02,7195841315,4.475139840279114,-74.26350119104212,43,Dry
2024-07-02,7195842318,4.608346228840997,-74.07151335800984,70,Dry
2024-07-02,7195842717,4.772447953152983,-74.04455075605195,65,Dry
2024-07-02,7195843067,4.711313240638626,-74.03237703367232,318,Dry
2024-07-02,7195844304,4.680520026963553,-74.04732742481204,52,Dry
2024-07-02,7195844958,4.7151468754079495,-74.21678813595474,402,Dry
2024-07-02,7195845127,4.7226720436824134,-74.07125505353132,50,Dry
2024-07-02,7195845941,4.759702477646675,-74.15706795391014,80,Dry
2024-07-02,7195846374,4.806360434872724,-74.03683055841414,39,Dry
2024-07-02,7195846871,4.887181547573937,-73.96364699861023,88,Dry
2024-07-02,7195846927,4.6488901999037395,-74.05688715161871,58,Dry
2024-07-02,7195847176,4.711378066059299,-74.11065823951007,148,Dry
2024-07-02,7195847193,4.633165544952431,-74.1562126647919,613,Dry
2024-07-02,7195848088,4.683297446641618,-74.07741264926263,145,Dry
2024-07-02,7195848593,4.913954098002028,-74.01910836534385,48,Dry
2024-07-02,7195851618,4.659707115385938,-74.0672727910267,138,Dry
2024-07-02,7195852140,4.760773680941682,-74.22331268646168,57,Dry
2024-07-02,7195852336,4.667494032852647,-74.05406753010189,166,Dry
2024-07-02,7195852490,4.630185105817626,-74.08160371725447,39,Dry
2024-07-02,7195852771,4.732586011633711,-74.06551004754266,78,Dry
2024-07-02,7195853074,4.665705189854354,-74.05472136390142,34,Dry
2024-07-02,7195853310,4.887068951442363,-74.03581078281323,113,Dry
2024-07-02,7195853320,4.665854392254738,-74.05063799340276,65,Dry
2024-07-02,7195853391,4.62644223152931,-74.10222437481757,192,Dry
2024-07-02,7195853538,4.626408993892096,-74.10224837484037,55,Dry
2024-07-02,7195853822,4.6922564234830935,-74.09830988392275,35,Dry
2024-07-02,7195853866,4.767502060531756,-73.9720320781197,67,Dry
2024-07-02,7195853921,4.626269047876281,-74.10223145388622,34,Dry
2024-07-02,7195854027,4.666391627474714,-74.05268421796804,93,Dry
2024-07-02,7195854124,4.636442899723279,-74.11535513117133,220,Dry
2024-07-02,7195854159,4.702213876643385,-74.04261489136613,468,Dry
2024-07-02,7195854167,4.669777207546832,-74.05323776899318,33,Dry
2024-07-02,7195854371,4.687647364715652,-74.05428294111225,49,Dry
2024-07-02,7195854378,4.6923334893096555,-74.09832603970551,120,Dry
2024-07-02,7195854457,4.714393963196828,-74.12284823317617,45,Dry
2024-07-02,7195854606,4.656405446018908,-74.07053087771978,39,Dry
2024-07-02,7195854617,4.669739882522858,-74.0532275361735,147,Dry
2024-07-02,7195854662,4.6410957285297165,-74.1142718984258,134,Dry
2024-07-02,7195854802,4.667681086563096,-74.05388271719067,86,Dry
2024-07-02,7195854844,4.686236342948016,-74.05644402895416,133,Dry
2024-07-02,7195854847,4.579484421942123,-74.12539084727105,157,Dry
2024-07-02,7195854930,4.621821443047013,-74.14914835915832,38,Dry
2024-07-02,7195855049,4.698327638684786,-74.05490764531204,223,Dry
2024-07-02,7195855417,4.654081552659071,-74.07687529704067,382,Dry
2024-07-02,7195855516,4.740218051711183,-74.02526726149337,100,Dry
2024-07-02,7195855667,4.688939630080676,-74.03917121189329,106,Dry
2024-07-02,7195855770,4.756348378775242,-74.0259363209743,39,Dry
2024-07-02,7195855798,4.642090292180266,-74.07945696116683,54,Dry
2024-07-02,7195855854,4.534607549586271,-74.25156468110464,74,Dry
2024-07-02,7195856399,4.667027526209892,-74.05471027740799,50,Dry
2024-07-02,7195856623,4.741154686642522,-74.03415976653666,39,Dry
2024-07-02,7195856687,4.666372647100221,-74.0556770198784,103,Dry
2024-07-02,7195856931,4.657605743218026,-74.06957317946603,560,Dry
2024-07-02,7195857173,4.67144766962442,-74.15703906587989,354,Dry
2024-07-02,7195857239,4.675052886213634,-74.02368484586272,61,Dry
2024-07-02,7195857322,4.636661817384294,-74.1154494382609,50,Dry
2024-07-02,7195857394,4.630676694573768,-74.18425376161635,226,Dry
2024-07-02,7195857641,4.658321681209431,-74.06753006253135,1200,Dry
2024-07-02,7195857772,4.7694656673982845,-74.17729585856972,635,Dry
2024-07-02,7195857773,4.613068984255515,-74.07036402298496,126,Dry
2024-07-02,7195857776,4.698116097063916,-74.14078520027172,330,Dry
2024-07-02,7195857779,4.611472523461937,-74.07716939080336,302,Dry
2024-07-02,7195857782,4.656516683137944,-74.06011958587877,35,Dry
